5.878999999999999677e-03,0.000000000000000000e+00
1.502112811749750065e+01,0.000000000000000000e+00
3.003637723499490164e+01,0.000000000000000000e+00
4.505162635249239855e+01,0.000000000000000000e+00
6.006687546998980309e+01,0.000000000000000000e+00
7.508212458748730000e+01,0.000000000000000000e+00
9.009737370498470455e+01,0.000000000000000000e+00
1.051126228224819954e+02,0.000000000000000000e+00
1.201278719399799968e+02,0.000000000000000000e+00
1.351431210574770034e+02,0.000000000000000000e+00
1.501583701749750048e+02,0.000000000000000000e+00
1.651736192924720115e+02,0.000000000000000000e+00
1.801888684099689897e+02,0.000000000000000000e+00
1.952041175274669911e+02,0.000000000000000000e+00
2.102193666449639977e+02,3.069999999999999840e+00
2.252346157624619991e+02,0.000000000000000000e+00
2.402498648799590057e+02,0.000000000000000000e+00
2.552651139974570071e+02,0.000000000000000000e+00
2.702803631149540138e+02,0.000000000000000000e+00
2.852956122324520152e+02,0.000000000000000000e+00
3.003108613499489934e+02,0.000000000000000000e+00
3.153261104674469948e+02,0.000000000000000000e+00
3.303413595849439730e+02,0.000000000000000000e+00
3.453566087024410081e+02,0.000000000000000000e+00
3.603718578199390095e+02,0.000000000000000000e+00
3.753871069374359877e+02,9.823999999999999488e+01
3.904023560549339891e+02,5.525999999999999801e+01
4.054176051724310241e+02,9.517000000000000171e+01
4.204328542899290255e+02,1.013100000000000023e+02
4.354481034074260037e+02,0.000000000000000000e+00
4.504633525249240051e+02,0.000000000000000000e+00
4.654786016424209834e+02,2.148999999999999844e+01
4.804938507599189847e+02,6.139999999999999680e+00
4.955090998774160198e+02,0.000000000000000000e+00
5.105243489949140212e+02,0.000000000000000000e+00
5.255395981124109994e+02,0.000000000000000000e+00
5.405548472299090008e+02,0.000000000000000000e+00
5.555700963474059790e+02,0.000000000000000000e+00
5.705853454649029572e+02,0.000000000000000000e+00
5.856005945824009586e+02,3.069999999999999840e+00
6.006158436998980505e+02,3.069999999999999840e+00
6.156310928173960519e+02,4.911999999999999744e+01
6.306463419348930302e+02,6.754000000000000625e+01
6.456615910523910316e+02,1.842000000000000171e+01
6.606768401698880098e+02,1.227999999999999936e+01
6.756920892873860112e+02,2.148999999999999844e+01
6.907073384048829894e+02,0.000000000000000000e+00
7.057225875223809908e+02,7.981999999999999318e+01
7.207378366398779690e+02,2.363899999999999864e+02
7.357530857573759704e+02,2.701600000000000250e+02
7.507683348748729486e+02,1.227999999999999936e+01
7.657835839923700405e+02,1.442899999999999920e+02
7.807988331098680419e+02,6.477699999999999818e+02
7.958140822273650201e+02,1.964799999999999898e+02
8.108293313448630215e+02,3.683999999999999773e+02
8.258445804623599997e+02,2.148999999999999844e+01
8.408598295798580011e+02,0.000000000000000000e+00
8.558750786973549793e+02,0.000000000000000000e+00
8.708903278148529807e+02,0.000000000000000000e+00
8.859055769323499590e+02,0.000000000000000000e+00
9.009208260498479603e+02,0.000000000000000000e+00
9.159360751673450523e+02,0.000000000000000000e+00
9.309513242848420305e+02,0.000000000000000000e+00
9.459665734023400319e+02,6.139999999999999858e+01
9.609818225198370101e+02,3.069999999999999840e+00
9.759970716373350115e+02,0.000000000000000000e+00
9.910123207548319897e+02,0.000000000000000000e+00
1.006027569872329991e+03,2.118300000000000125e+02
1.021042818989830039e+03,1.934099999999999966e+02
1.036058068107319968e+03,8.595999999999999375e+01
1.051073317224819903e+03,0.000000000000000000e+00
1.066088566342320064e+03,0.000000000000000000e+00
1.081103815459819998e+03,0.000000000000000000e+00
1.096119064577309928e+03,5.832999999999999829e+01
1.111134313694810089e+03,3.069999999999999840e+00
1.126149562812310023e+03,2.609499999999999886e+02
1.141164811929809957e+03,2.394600000000000080e+02
1.156180061047299887e+03,9.823999999999999488e+01
1.171195310164800048e+03,3.069999999999999929e+01
1.186210559282299982e+03,0.000000000000000000e+00
1.201225808399799917e+03,0.000000000000000000e+00
1.216241057517290074e+03,0.000000000000000000e+00
1.231256306634790008e+03,0.000000000000000000e+00
1.246271555752289942e+03,0.000000000000000000e+00
1.261286804869790103e+03,0.000000000000000000e+00
1.276302053987280033e+03,0.000000000000000000e+00
1.291317303104779967e+03,0.000000000000000000e+00
1.306332552222279901e+03,0.000000000000000000e+00
1.321347801339780062e+03,0.000000000000000000e+00
1.336363050457269992e+03,0.000000000000000000e+00
1.351378299574769926e+03,0.000000000000000000e+00
1.366393548692270087e+03,0.000000000000000000e+00
1.381408797809770022e+03,0.000000000000000000e+00
1.396424046927259951e+03,0.000000000000000000e+00
1.411439296044760113e+03,0.000000000000000000e+00
1.426454545162260047e+03,0.000000000000000000e+00
